"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","Q0003_BC00102","Q0003_BC00104","Q0003_BC00105","Q0003_BC00106","Q0003_BC00107","Q0003_BC00108","Q0003_BC00110","Q0003_BC00111","Q0003_BC00117","Q0003_BC00118","Q0003_BC00201","Q0003_BC00211","Q0003_BC00303","Q0003_BC00304","Q0003_BC00310","Q0003_BC00406","Q0003_BC00410-2","Q0003_BC00416","Q0003_BH404","Q0003_HB00604","Q0003_MC00105","Q0003_MC00111","Q0003_MC00114-1","Q0003_MC00115-2","Q0003_MC00201","Q0003_MC00203","Q0003_MC00205","Q0003_MC00210","Q0003_MC00211","Q0003_MC00214","Q0003_MC00215","Q0003_MC00216","Q0003_MC0026","Q0003_TC00102","Q0003_TC00512","Q0003_TC00516","Q0003_TC00522","Q0003_TC00523","R0047_DABST013","R0047_DADST035","R0047_MH0081","R0047_TC0201","R0047_TH0405","R0051_BC00101","R0051_BC00115","R0051_BC00306","R0051_BH00403","R0051_DADST084","R0051_DADST088","R0051_HK2002","R0051_TC00219","R0051_TC00402","R0051_TC00505"
"group_3417","","hypothetical protein","2","2","1","1","4217","249","2","","428","428","428","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","R0047_DABST013_00274","","","","","","","","","","","","","R0051_TC00402_00080",""
"group_3418","","putative lipoprotein","2","2","1","1","4170","6","54","","770","770","770","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","R0047_DABST013_00298","","","","","","","","","","","","","R0051_TC00402_00056",""
"group_3419","","hypothetical protein","2","2","1","1","4146","2","168","","158","158","158","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","R0047_DABST013_00314","","","","","","","","","","","","","R0051_TC00402_00040",""
"group_3420","","hypothetical protein","2","2","1","1","4549","2","171","","659","659","659","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","R0047_DABST013_00316","","","","","","","","","","","","","R0051_TC00402_00038",""
"group_3421","","hypothetical protein","2","2","1","1","4550","2","73","","1190","1190","1190","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","R0047_DABST013_00318","","","","","","","","","","","","","R0051_TC00402_00036",""
"sau3AIR","","Type-2 restriction enzyme Sau3AI","2","2","1","1","170","9","1","","1469","1469","1469","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","R0047_DABST013_00429","","","","","","","","","","","","","R0051_TC00402_00637",""
"hhaIM","","Modification methylase HhaI","2","2","1","1","171","9","33","","1238","1238","1238","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","R0047_DABST013_00430","","","","","","","","","","","","","R0051_TC00402_00638",""
"group_3424","","hypothetical protein","2","2","1","1","182","9","14","","1325","1325","1325","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","R0047_DABST013_00433","","","","","","","","","","","","","R0051_TC00402_00641",""
"group_3427","","putative lipoprotein","2","2","1","1","2666","9","23","","785","785","785","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","R0047_DABST013_00436","","","","","","","","","","","","","R0051_TC00402_00644",""
"group_3428","","hypothetical protein","2","2","1","1","195","40","5","","413","413","413","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","R0047_DABST013_00442","","","","","","","","","","","","","R0051_TC00402_00650",""
"group_3429","","hypothetical protein","2","2","1","1","2262","71","2","","287","287","287","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","R0047_DABST013_00662","","","","","","","","","","","","","R0051_TC00402_01166",""
"group_3430","tagE_1","Poly(glycerol-phosphate) alpha-glucosyltransferase","2","2","1","1","2263","71","1","","1481","1481","1481","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","R0047_DABST013_00663","","","","","","","","","","","","","R0051_TC00402_01165",""
"group_3431","","hypothetical protein","2","2","1","1","1706","15","15","","482","482","482","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","R0047_DABST013_00714","","","","","","","","","","","","","R0051_TC00402_00874",""
"group_3432","","Staphylocoagulase","2","2","1","1","2069","15","6","","1526","1526","1526","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","R0047_DABST013_00716","","","","","","","","","","","","","R0051_TC00402_00872",""
"group_3433","","hypothetical protein","2","2","1","1","1945","462","1","","383","383","383","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","R0047_DABST013_00827","","","","","","","","","","","","","R0051_TC00402_00761",""
"group_3435","yhaI","Inner membrane protein YhaI","2","2","1","1","219","457","1","","656","656","656","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","R0047_DABST013_00960","","","","","","","","","","","","","R0051_TC00402_01340",""
"group_3436","","hypothetical protein","2","2","1","1","2922","36","4","","350","350","350","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","R0047_DABST013_01088","","","","","","","","","","","","","R0051_TC00402_01694",""
"group_3437","","hypothetical protein","2","2","1","1","3704","246","3","","92","92","92","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","R0047_DABST013_01197","","","","","","","","","","","","","R0051_TC00402_01827",""
"group_3439","","hypothetical protein","2","2","1","1","3131","1","861","","287","287","287","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","R0047_DABST013_01247","","","","","","","","","","","","","R0051_TC00402_02608",""
"group_3440","hmoB","Heme-degrading monooxygenase HmoB","2","2","1","1","140","458","1","","377","377","377","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","R0047_DABST013_01312","","","","","","","","","","","","","R0051_TC00402_01913",""
"group_3441","","hypothetical protein","2","2","1","1","3151","1","923","","245","245","245","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","R0047_DABST013_01350","","","","","","","","","","","","","R0051_TC00402_02775",""
"group_3442","","hypothetical protein","2","2","1","1","3149","1","921","","170","170","170","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","R0047_DABST013_01352","","","","","","","","","","","","","R0051_TC00402_02777",""
"group_3443","","hypothetical protein","2","2","1","1","3551","1","840","","275","275","275","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","R0047_DABST013_01354","","","","","","","","","","","","","R0051_TC00402_02104",""
"group_3444","","hypothetical protein","2","2","1","1","3550","1","839","","401","401","401","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","R0047_DABST013_01355","","","","","","","","","","","","","R0051_TC00402_02103",""
"group_3445","","hypothetical protein","2","2","1","1","3557","1","823","","404","404","404","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","R0047_DABST013_01358","","","","","","","","","","","","","R0051_TC00402_02100",""
"group_3447","","hypothetical protein","2","2","1","1","1375","1","519","","212","212","212","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","R0047_DABST013_01374","","","","","","","","","","","","","R0051_TC00402_02084",""
"group_3451","","hypothetical protein","2","2","1","1","3871","2","194","","941","941","941","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","R0047_DABST013_01394","","","","","","","","","","","","","R0051_TC00402_02064",""
"group_3452","","hypothetical protein","2","2","1","1","3870","2","195","","629","629","629","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","R0047_DABST013_01395","","","","","","","","","","","","","R0051_TC00402_02063",""
"group_3453","","hypothetical protein","2","2","1","1","3869","2","196","","491","491","491","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","R0047_DABST013_01396","","","","","","","","","","","","","R0051_TC00402_02062",""
"group_3454","","hypothetical protein","2","2","1","1","3868","2","197","","491","491","491","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","R0047_DABST013_01397","","","","","","","","","","","","","R0051_TC00402_02061",""
"group_3455","","hypothetical protein","2","2","1","1","3867","2","198","","1058","1058","1058","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","R0047_DABST013_01398","","","","","","","","","","","","","R0051_TC00402_02060",""
"group_3456","","hypothetical protein","2","2","1","1","4571","2","16","","299","299","299","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","R0047_DABST013_01402","","","","","","","","","","","","","R0051_TC00402_02056",""
"group_3457","","hypothetical protein","2","2","1","1","4570","2","15","","224","224","224","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","R0047_DABST013_01403","","","","","","","","","","","","","R0051_TC00402_02055",""
"group_3458","","hypothetical protein","2","2","1","1","4569","2","14","","146","146","146","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","R0047_DABST013_01404","","","","","","","","","","","","","R0051_TC00402_02054",""
"group_3459","","hypothetical protein","2","2","1","1","3920","2","35","","641","641","641","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","R0047_DABST013_01406","","","","","","","","","","","","","R0051_TC00402_02052",""
"group_3460","","hypothetical protein","2","2","1","1","3919","2","34","","212","212","212","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","R0047_DABST013_01407","","","","","","","","","","","","","R0051_TC00402_02051",""
"group_3461","agrB","Accessory gene regulator protein B","2","2","1","1","3939","4","34","","617","617","617","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","R0047_DABST013_01416","","","","","","","","","","","","","R0051_TC00402_02042",""
"group_3462","","hypothetical protein","2","2","1","1","3938","4","33","","140","140","140","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","R0047_DABST013_01417","","","","","","","","","","","","","R0051_TC00402_02041",""
"group_3463","","hypothetical protein","2","2","1","1","3937","4","32","","1292","1292","1292","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","R0047_DABST013_01418","","","","","","","","","","","","","R0051_TC00402_02040",""
